orig,has_6letter_substring,extracted,locus,primary_name,organism,is_putida
sp|Q88PS4|PTA_PSEPK Pta,True,Q88PS4,PP_0774,pta,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PS5|Q88PS5_PSEPK Pp_0773,True,Q88PS5,PP_0773,yiaD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PS6|Q88PS6_PSEPK Pp_0772,True,Q88PS6,PP_0772,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PS7,True,Q88PS7,PP_0771,chpB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PS9|Q88PS9_PSEPK Pp_0769,True,Q88PS9,PP_0769,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT0|Q88PT0_PSEPK Pp_0768,True,Q88PT0,PP_0768,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT2|Q88PT2_PSEPK Pp_0766,True,Q88PT2,PP_0766,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT3|Q88PT3_PSEPK Pp_0765,True,Q88PT3,PP_0765,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT5|Q88PT5_PSEPK Pp_0763,True,Q88PT5,PP_0763,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT6|Q88PT6_PSEPK Hpra,True,Q88PT6,PP_0762,hprA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT7|RSMC_PSEPK Rsmc,True,Q88PT7,PP_0761,rsmC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PT9|Q88PT9_PSEPK Pp_0759,True,Q88PT9,PP_0759,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PU2|Q88PU2_PSEPK Pp_0756,True,Q88PU2,PP_0756,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PU5|Q88PU5_PSEPK Pp_0753,True,Q88PU5,PP_0753,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PU7|MQO1_PSEPK Mqo1,True,Q88PU7,PP_0751,mqo1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PU8|Q88PU8_PSEPK Pp_0750,True,Q88PU8,PP_0750,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PU9|Q88PU9_PSEPK Pp_0749,True,Q88PU9,PP_0749,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PV1|Q88PV1_PSEPK Pp_0747,True,Q88PV1,PP_0747,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PV2|UPP_PSEPK Upp,True,Q88PV2,PP_0746,upp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PV3,True,Q88PV3,PP_0745,uraA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PV4|HEMH_PSEPK Hemh,True,Q88PV4,PP_0744,hemH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PV5|Q88PV5_PSEPK Pp_0743,True,Q88PV5,PP_0743,yfcH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PV6|Q88PV6_PSEPK Pp_0742,True,Q88PV6,PP_0742,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW0|Q88PW0_PSEPK Pp_0738,True,Q88PW0,PP_0738,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW1|Q88PW1_PSEPK Pp_0737,True,Q88PW1,PP_0737,pagL-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW2|MURI_PSEPK Muri,True,Q88PW2,PP_0736,murI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW3|Q88PW3_PSEPK Pp_0735,True,Q88PW3,PP_0735,moeB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW4|Q88PW4_PSEPK Hemk,True,Q88PW4,PP_0734,prmC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW5|RF1_PSEPK Prfa,True,Q88PW5,PP_0733,prfA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PW6|HEM1_PSEPK Hema,True,Q88PW6,PP_0732,hemA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX2,True,Q88PX2,PP_0726,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX3|Q88PX3_PSEPK Pp_0725,True,Q88PX3,PP_0725,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX4|LOLB_PSEPK Lolb,True,Q88PX4,PP_0724,lolB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX5|ISPE_PSEPK Ispe,True,Q88PX5,PP_0723,ispE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX6|KPRS_PSEPK Prs,True,Q88PX6,PP_0722,prs,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX7|RL25_PSEPK Rply,True,Q88PX7,PP_0721,rplY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX8|PTH_PSEPK Pth,True,Q88PX8,PP_0720,pth,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PX9|Q88PX9_PSEPK Ychf,True,Q88PX9,PP_0719,ychF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PY6|Q88PY6_PSEPK Pp_0712,True,Q88PY6,PP_0712,ppkB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PY7|Q88PY7_PSEPK Pp_0711,True,Q88PY7,PP_0711,ycaC-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PZ1|Q88PZ1_PSEPK Pp_0707,True,Q88PZ1,PP_0707,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88PZ3|Q88PZ3_PSEPK Pp_0705,True,Q88PZ3,PP_0705,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q02|Q88Q02_PSEPK Pp_0696,True,Q88Q02,PP_0696,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q03|Q88Q03_PSEPK Pp_0695,True,Q88Q03,PP_0695,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q04|Q88Q04_PSEPK Pp_0694,True,Q88Q04,PP_0694,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q05|Q88Q05_PSEPK Pp_0693,True,Q88Q05,PP_0693,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q06|Q88Q06_PSEPK Crea,True,Q88Q06,PP_0692,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q07|PROB_PSEPK Prob,True,Q88Q07,PP_0691,proB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q08|OBG_PSEPK Obg,True,Q88Q08,PP_0690,obg,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q09|RL27_PSEPK Rpma,True,Q88Q09,PP_0689,rpmA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q10|RL21_PSEPK Rplu,True,Q88Q10,PP_0688,rplU,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q11|Q88Q11_PSEPK Ispb,True,Q88Q11,PP_0687,ispB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q12|Q88Q12_PSEPK Phna,True,Q88Q12,PP_0686,yjdM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q14|Q88Q14_PSEPK Fklb-1,True,Q88Q14,PP_0684,fklB-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q18|Q88Q18_PSEPK Pp_0680,True,Q88Q18,PP_0680,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q19|Q88Q19_PSEPK Pp_0679,True,Q88Q19,PP_0679,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q23|Q88Q23_PSEPK Gdha,True,Q88Q23,PP_0675,gdhA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q24|Q88Q24_PSEPK Pp_0674,True,Q88Q24,PP_0674,ettA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q26|Q88Q26_PSEPK Pp_0672,True,Q88Q26,PP_0672,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q27|GLYA2_PSEPK Glya2,True,Q88Q27,PP_0671,glyA2,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q31,True,Q88Q31,PP_0667,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q33|Q88Q33_PSEPK PP_0665,True,Q88Q33,PP_0665,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q34|Q88Q34_PSEPK Pp_0664,True,Q88Q34,PP_0664,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q40|Q88Q40_PSEPK Pp_0658,True,Q88Q40,PP_0658,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q41|Q88Q41_PSEPK Pp_0657,True,Q88Q41,PP_0657,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q44|MDH_PSEPK Mdh,True,Q88Q44,PP_0654,mdh,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q47|Q88Q47_PSEPK Pp_0651,True,Q88Q47,PP_0651,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q58|Q88Q58_PSEPK Pp_0640,True,Q88Q58,PP_0640,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q62|Q88Q62_PSEPK Pila,True,Q88Q62,PP_0634,pilA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q65|COAE_PSEPK Coae,True,Q88Q65,PP_0631,coaE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q66|YACG_PSEPK Yacg,True,Q88Q66,PP_0630,yacG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q70|Q88Q70_PSEPK Ndh,True,Q88Q70,PP_0626,ndh,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q71|CLPB_PSEPK,True,Q88Q71,PP_0625,clpB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q72|Q88Q72_PSEPK Pp_0624,True,Q88Q72,PP_0624,yfiH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q73|Q88Q73_PSEPK Bamd,True,Q88Q73,PP_0622,bamD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q74|Q88Q74_PSEPK Pp_0621,True,Q88Q74,PP_0621,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q75|Q88Q75_PSEPK Pp_0620,True,Q88Q75,PP_0620,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q76|Q88Q76_PSEPK Pp_0619,True,Q88Q76,PP_0619,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q79|Q88Q79_PSEPK Pp_0616,True,Q88Q79,PP_0616,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q80|Q88Q80_PSEPK Pp_0615,True,Q88Q80,PP_0615,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q81|Q88Q81_PSEPK Pp_0614,True,Q88Q81,PP_0614,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q82|Q88Q82_PSEPK Pp_0613,True,Q88Q82,PP_0613,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q83|Q88Q83_PSEPK Pp_0612,True,Q88Q83,PP_0612,thiO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q89|ISPH_PSEPK Isph,True,Q88Q89,PP_0606,ispH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q90|Q88Q90_PSEPK Fkpb,True,Q88Q90,PP_0605,fkpB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q91|LSPA_PSEPK Lspa,True,Q88Q91,PP_0604,lspA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q92|SYI_PSEPK Iles,True,Q88Q92,PP_0603,ileS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q93|Q88Q93_PSEPK Ribf,True,Q88Q93,PP_0602,ribF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q94,True,Q88Q94,PP_0601,murJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q95|RS20_PSEPK Rpst,True,Q88Q95,PP_0600,rpsT,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q96|Q88Q96_PSEPK Pp_0599,True,Q88Q96,PP_0599,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q97|Q88Q97_PSEPK Mmsa-1,True,Q88Q97,PP_0597,mmsA-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q98|Q88Q98_PSEPK Pp_0596,True,Q88Q98,PP_0596,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88Q99|Q88Q99_PSEPK Pp_0595,True,Q88Q99,PP_0595,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QA0|Q88QA0_PSEPK Pp_0594,True,Q88QA0,PP_0594,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QA2|Q88QA2_PSEPK Pp_0592,True,Q88QA2,PP_0592,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QA3|ADE_PSEPK Pp_0591,True,Q88QA3,PP_0591,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QA7|Q88QA7_PSEPK Pp_0587,True,Q88QA7,PP_0587,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QA8|Q88QA8_PSEPK Pp_0586,True,Q88QA8,PP_0586,cadA-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB0|Q88QB0_PSEPK Pp_0584,True,Q88QB0,PP_0584,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB2|Q88QB2_PSEPK Pp_0582,True,Q88QB2,PP_0582,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB3|Q88QB3_PSEPK Pp_0581,True,Q88QB3,PP_0581,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB4|Q88QB4_PSEPK Pp_0580,True,Q88QB4,PP_0580,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB6|Q88QB6_PSEPK Pp_0578,True,Q88QB6,PP_0578,cmoM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB7|Q88QB7_PSEPK Pp_0577,True,Q88QB7,PP_0577,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QB8|Q88QB8_PSEPK Pp_0576,True,Q88QB8,PP_0576,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QC0|Q88QC0_PSEPK Pp_0574,True,Q88QC0,PP_0574,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QC4|Q88QC4_PSEPK Pp_0570,True,Q88QC4,PP_0570,yfhM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QC7|SPEA_PSEPK Spea,True,Q88QC7,PP_0567,speA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QC8|Q88QC8_PSEPK Pp_0566,True,Q88QC8,PP_0566,yciH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QC9|Q88QC9_PSEPK Pp_0565,True,Q88QC9,PP_0565,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QD0|Q88QD0_PSEPK Pp_0564,True,Q88QD0,PP_0564,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QD2|Q88QD2_PSEPK Ctpl,True,Q88QD2,PP_0562,ctpL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QD3|Q88QD3_PSEPK Dsbd-1,True,Q88QD3,PP_0561,dsbD-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QD4|AROQ1_PSEPK Aroq1,True,Q88QD4,PP_0560,aroQ1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QD5|Q88QD5_PSEPK Accb,True,Q88QD5,PP_0559,accB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QD6|Q88QD6_PSEPK Accc-1,True,Q88QD6,PP_0558,accC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE0|Q88QE0_PSEPK Acob,True,Q88QE0,PP_0554,acoB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE2|Q88QE2_PSEPK Adh,True,Q88QE2,PP_0552,bdhA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE3|Q88QE3_PSEPK Pp_0551,True,Q88QE3,PP_0551,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE4|Q88QE4_PSEPK Pp_0550,True,Q88QE4,PP_0550,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE6|Q88QE6_PSEPK Ubid,True,Q88QE6,PP_0548,ubiX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE7|Q88QE7_PSEPK Mpl,True,Q88QE7,PP_0547,mpl,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QE9|Q88QE9_PSEPK Pp_0545,True,Q88QE9,PP_0545,aldB-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QF0|Q88QF0_PSEPK Pp_0544,True,Q88QF0,PP_0544,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QF1|Q88QF1_PSEPK Eutb,True,Q88QF1,PP_0543,eutB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QF2|EUTC_PSEPK Eutc,True,Q88QF2,PP_0542,eutC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QF3|Q88QF3_PSEPK Pp_0541,True,Q88QF3,PP_0541,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QF6|IPYR_PSEPK Ppa,True,Q88QF6,PP_0538,ppa,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QF8|Q88QF8_PSEPK Pp_0536,True,Q88QF8,PP_0536,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QG2|Q88QG2_PSEPK Pp_0532,True,Q88QG2,PP_0532,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QG4,True,Q88QG4,PP_0530,ribB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QG5|EX7S_PSEPK Xseb,True,Q88QG5,PP_0529,xseB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QG6|Q88QG6_PSEPK Ispa,True,Q88QG6,PP_0528,ispA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QG7|DXS_PSEPK Dxs,True,Q88QG7,PP_0527,dxs,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH1|RIBA_PSEPK Riba,True,Q88QH1,PP_0522,ribA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH2|Q88QH2_PSEPK Pp_0521,True,Q88QH2,PP_0521,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH4|Q88QH4_PSEPK Thil,True,Q88QH4,PP_0519,thiL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH5|NUSB_PSEPK Nusb,True,Q88QH5,PP_0518,nusB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH6|RISB_PSEPK Ribh,True,Q88QH6,PP_0517,ribH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
