orig,has_6letter_substring,extracted,locus,primary_name,organism,is_putida
sp|Q88QH7|Q88QH7_PSEPK Ribba-1,True,Q88QH7,PP_0516,ribAB-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH8|Q88QH8_PSEPK Ribe-1,True,Q88QH8,PP_0515,ribE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QH9|Q88QH9_PSEPK Ribd,True,Q88QH9,PP_0514,ribD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QI0|NRDR_PSEPK Nrdr,True,Q88QI0,PP_0513,nrdR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QI1|Q88QI1_PSEPK Pp_0512,True,Q88QI1,PP_0512,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QI2|Q88QI2_PSEPK Trx-1,True,Q88QI2,PP_0510,trx,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QI3|Q88QI3_PSEPK Pp_0509,True,Q88QI3,PP_0509,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QI4|Q88QI4_PSEPK Pp_0508,True,Q88QI4,PP_0508,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QI8|Q88QI8_PSEPK Oprg,True,Q88QI8,PP_0504,oprG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ1|Q88QJ1_PSEPK Pp_0501,True,Q88QJ1,PP_0501,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ2|Q88QJ2_PSEPK Pp_0500,True,Q88QJ2,PP_0500,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ5|Q88QJ5_PSEPK Pp_0496,True,Q88QJ5,PP_0496,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ6|Q88QJ6_PSEPK Ansb,True,Q88QJ6,PP_0495,ansA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ7|Q88QJ7_PSEPK Selb,True,Q88QJ7,PP_0494,selB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ8|SELA_PSEPK Sela,True,Q88QJ8,PP_0493,selA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QJ9|FDHE_PSEPK Fdhe,True,Q88QJ9,PP_0492,fdhE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK0|Q88QK0_PSEPK Pp_0491,True,Q88QK0,PP_0491,fdoI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK1|Q88QK1_PSEPK Pp_0490,True,Q88QK1,PP_0490,fdoH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK5|SSB_PSEPK Ssb,True,Q88QK5,PP_0485,ssb,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK6|Q88QK6_PSEPK Pp_0484,True,Q88QK6,PP_0484,yajR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK7|UVRA_PSEPK Uvra,True,Q88QK7,PP_0483,uvrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK8|Q88QK8_PSEPK Pp_0482,True,Q88QK8,PP_0482,bfr-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QK9|Q88QK9_PSEPK Kata,True,Q88QK9,PP_0481,katA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL0|RL17_PSEPK Rplq,True,Q88QL0,PP_0480,rplQ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL1|RPOA_PSEPK Rpoa,True,Q88QL1,PP_0479,rpoA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL2|RS4_PSEPK Rpsd,True,Q88QL2,PP_0478,rpsD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL3|RS13_PSEPK Rpsm,True,Q88QL3,PP_0476,rpsM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL5|Q88QL5_PSEPK Secy,True,Q88QL5,PP_0474,secY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL6|RL15_PSEPK Rplo,True,Q88QL6,PP_0473,rplO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL7|RL30_PSEPK Rpmd,True,Q88QL7,PP_0472,rpmD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL8|RS5_PSEPK Rpse,True,Q88QL8,PP_0471,rpsE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QL9|RL18_PSEPK Rplr,True,Q88QL9,PP_0470,rplR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM0|RL6_PSEPK Rplf,True,Q88QM0,PP_0469,rplF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM1|RS8_PSEPK Rpsh,True,Q88QM1,PP_0468,rpsH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM2|RS14_PSEPK Rpsn,True,Q88QM2,PP_0467,rpsN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM3|RL5_PSEPK,True,Q88QM3,PP_0466,rplE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM4|RL24_PSEPK Rplx,True,Q88QM4,PP_0465,rplX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM5|RL14_PSEPK Rpln,True,Q88QM5,PP_0464,rplN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM6|RS17_PSEPK Rpsq,True,Q88QM6,PP_0463,rpsQ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM7|RL29_PSEPK Rpmc,True,Q88QM7,PP_0462,rpmC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM8|RL16_PSEPK Rplp,True,Q88QM8,PP_0461,rplP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QM9|RS3_PSEPK Rpsc,True,Q88QM9,PP_0460,rpsC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN0|RL22_PSEPK Rplv,True,Q88QN0,PP_0459,rplV,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN1|RS19_PSEPK Rpss,True,Q88QN1,PP_0458,rpsS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN2|RL2_PSEPK Rplb,True,Q88QN2,PP_0457,rplB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN3|RL23_PSEPK Rplw,True,Q88QN3,PP_0456,rplW,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN4|RL4_PSEPK,True,Q88QN4,PP_0455,rplD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN5|RL3_PSEPK Rplc,True,Q88QN5,PP_0454,rplC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN6|RS10_PSEPK Rpsj,True,Q88QN6,PP_0453,rpsJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN7|EFTU2_PSEPK,True,Q88QN7,PP_0452,tufB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN8|EFG1_PSEPK Fusa,True,Q88QN8,PP_0451,fusA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QN9|RS7_PSEPK Rpsg,True,Q88QN9,PP_0450,rpsG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP0|RS12_PSEPK Rpsl,True,Q88QP0,PP_0449,rpsL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP1|RPOC_PSEPK Rpoc,True,Q88QP1,PP_0448,rpoC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP2|RPOB_PSEPK Rpob,True,Q88QP2,PP_0447,rpoB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP3|RL10_PSEPK Rplj,True,Q88QP3,PP_0445,rplJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP4|RL1_PSEPK,True,Q88QP4,PP_0444,rplA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP5|RL11_PSEPK Rplk,True,Q88QP5,PP_0443,rplK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP6|Q88QP6_PSEPK Nusg,True,Q88QP6,PP_0442,nusG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP7|Q88QP7_PSEPK Sece,True,Q88QP7,PP_0441,secE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP8|EFTU1_PSEPK Tufa,True,Q88QP8,PP_0440,tufA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QP9|Q88QP9_PSEPK Pp_0439,True,Q88QP9,PP_0439,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ1|Q88QQ1_PSEPK Bira,True,Q88QQ1,PP_0437,birA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ2|SYY_PSEPK Tyrs,True,Q88QQ2,PP_0436,tyrS,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ4|ANMK_PSEPK Anmk,True,Q88QQ4,PP_0434,anmK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ5|ERPA_PSEPK Erpa,True,Q88QQ5,PP_0433,erpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ6|ARGC1_PSEPK Argc1,True,Q88QQ6,PP_0432,argC1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ8|Q88QQ8_PSEPK Pp_0430,True,Q88QQ8,PP_0430,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QQ9|Q88QQ9_PSEPK Pp_0429,True,Q88QQ9,PP_0429,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR0|Q88QR0_PSEPK Pp_0428,True,Q88QR0,PP_0428,hinT,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR1|COQ7_PSEPK Coq7,True,Q88QR1,PP_0427,coq7,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR2|Q88QR2_PSEPK Pp_0426,True,Q88QR2,PP_0426,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR3|Q88QR3_PSEPK Pp_0425,True,Q88QR3,PP_0425,yhfA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR4|Q88QR4_PSEPK Crp,True,Q88QR4,PP_0424,crp,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR5|Q88QR5_PSEPK Pp_0423,True,Q88QR5,PP_0423,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR6|TRPC_PSEPK Trpc,True,Q88QR6,PP_0422,trpC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR7|TRPD_PSEPK Trpd,True,Q88QR7,PP_0421,trpD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QR8|Q88QR8_PSEPK Trpg,True,Q88QR8,PP_0420,pabA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS1|Q88QS1_PSEPK Trpe,True,Q88QS1,PP_0417,trpE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS2|GPH_PSEPK Pp_0416,True,Q88QS2,PP_0416,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS3|Q88QS3_PSEPK Rpe,True,Q88QS3,PP_0415,rpe,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS5|Q88QS5_PSEPK Pp_0413,True,Q88QS5,PP_0413,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS6|Q88QS6_PSEPK Pp_0412,True,Q88QS6,PP_0412,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS7|Q88QS7_PSEPK Pp_0411,True,Q88QS7,PP_0411,potA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS8|Q88QS8_PSEPK Uhpa,True,Q88QS8,PP_0410,uhpA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QS9|Q88QS9_PSEPK Pp_0409,True,Q88QS9,PP_0409,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT0|Q88QT0_PSEPK Pp_0408,True,Q88QT0,PP_0408,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT2|Q88QT2_PSEPK Pp_0406,True,Q88QT2,PP_0406,murU,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT3|Q88QT3_PSEPK Pp_0405,True,Q88QT3,PP_0405,amgK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT4|SURA_PSEPK Sura,True,Q88QT4,PP_0403,surA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT5|PDXA_PSEPK Pdxa,True,Q88QT5,PP_0402,pdxA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT6|RSMA_PSEPK Rsma,True,Q88QT6,PP_0401,rsmA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT7|APAG_PSEPK Apag,True,Q88QT7,PP_0400,apaG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT8|APAH_PSEPK Apah,True,Q88QT8,PP_0399,apaH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QT9|GLPE_PSEPK Glpe,True,Q88QT9,PP_0398,glpE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU0|Q88QU0_PSEPK Pp_0397,True,Q88QU0,PP_0397,yeaG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU1|Q88QU1_PSEPK Pp_0395,True,Q88QU1,PP_0395,ycgB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU2|CCA_PSEPK Cca,True,Q88QU2,PP_0394,cca,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU3,True,Q88QU3,PP_0393,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU4|Q88QU4_PSEPK Folb,True,Q88QU4,PP_0392,folB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU6|TSAD_PSEPK Tsad,True,Q88QU6,PP_0390,tsaD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU7|Q88QU7_PSEPK Rpod,True,Q88QU7,PP_0387,rpoD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QU8|Q88QU8_PSEPK Pp_0386,True,Q88QU8,PP_0386,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QV4,True,Q88QV4,PP_0380,pqqA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QV5|PQQB_PSEPK Pqqb,True,Q88QV5,PP_0379,pqqB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QV6|PQQC_PSEPK Pqqc,True,Q88QV6,PP_0378,pqqC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QV7|PQQD1_PSEPK Pqqd1,True,Q88QV7,PP_0377,pqqD1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QV8|PQQE_PSEPK Pqqe,True,Q88QV8,PP_0376,pqqE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QV9|Q88QV9_PSEPK Pp_0375,True,Q88QV9,PP_0375,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QW2|Q88QW2_PSEPK Pp_0372,True,Q88QW2,PP_0372,aruC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QW4|Q88QW4_PSEPK Pp_0370,True,Q88QW4,PP_0370,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QW6|Q88QW6_PSEPK Pp_0368,True,Q88QW6,PP_0368,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QW7|Q88QW7_PSEPK Pp_0367,True,Q88QW7,PP_0367,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QW8|Q88QW8_PSEPK Biod,True,Q88QW8,PP_0366,bioD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX0|Q88QX0_PSEPK Bioh,True,Q88QX0,PP_0364,bioH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX1|BIOF_PSEPK Biof,True,Q88QX1,PP_0363,bioF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX4|Q88QX4_PSEPK Modr,True,Q88QX4,PP_0360,modR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX5|Q88QX5_PSEPK Pp_0359,True,Q88QX5,PP_0359,srkA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX7|Q88QX7_PSEPK Pp_0357,True,Q88QX7,PP_0357,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX8|MASZ_PSEPK Glcb,True,Q88QX8,PP_0356,glcB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QX9|Q88QX9_PSEPK Pp_0355,True,Q88QX9,PP_0355,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QY0|Q88QY0_PSEPK Pp_0354,True,Q88QY0,PP_0354,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QY1|Q88QY1_PSEPK Pp_0353,True,Q88QY1,PP_0353,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QY4|Q88QY4_PSEPK PP_0350,True,Q88QY4,PP_0350,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QY7|Q88QY7_PSEPK Pp_0347,True,Q88QY7,PP_0347,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QY8|Q88QY8_PSEPK Pp_0346,True,Q88QY8,PP_0346,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QY9|Q88QY9_PSEPK Pp_0345,True,Q88QY9,PP_0345,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ0|Q88QZ0_PSEPK Waap,True,Q88QZ0,PP_0344,waaP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ1|Q88QZ1_PSEPK Waag,True,Q88QZ1,PP_0343,waaG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ2|Q88QZ2_PSEPK Waac,True,Q88QZ2,PP_0342,waaC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ3|Q88QZ3_PSEPK Waaf,True,Q88QZ3,PP_0341,waaF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ4|GLNE_PSEPK Glne,True,Q88QZ4,PP_0340,glnE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ5|Q88QZ5_PSEPK Acee,True,Q88QZ5,PP_0339,aceE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ6|Q88QZ6_PSEPK Acef,True,Q88QZ6,PP_0338,aceF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ8|MSRA_PSEPK Msra,True,Q88QZ8,PP_0336,msrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88QZ9|Q88QZ9_PSEPK Pp_0335,True,Q88QZ9,PP_0335,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88R01|Q88R01_PSEPK Pp_0333,True,Q88R01,PP_0333,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88R04,True,Q88R04,PP_0330,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
sp|Q88R07|Q88R07_PSEPK Puru-1,True,Q88R07,PP_0327,purU-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),True
